1641,555,"CDG","HNL","8:00","Thursday","14:00","Thursday",159.99,2
1642,558,"CDG","HNL","9:00","Thursday","16:00","Thursday",159.99,2
1643,561,"CDG","HNL","10:00","Thursday","18:00","Thursday",79.95,2
1644,564,"CDG","HNL","12:00","Thursday","20:00","Thursday",199.99,2
1645,567,"CDG","HKG","4:00","Thursday","8:00","Thursday",599.95,3
1646,570,"CDG","HKG","6:00","Thursday","11:00","Thursday",99.95,3
1647,573,"CDG","HKG","8:00","Thursday","14:00","Thursday",599.95,3
1648,576,"CDG","HKG","9:00","Thursday","16:00","Thursday",125,3
1649,579,"CDG","HKG","10:00","Thursday","18:00","Thursday",599.95,3
1650,582,"CDG","NRT","4:00","Thursday","8:00","Thursday",159.99,1
1651,585,"CDG","NRT","6:00","Thursday","11:00","Thursday",299.99,1
1652,588,"CDG","NRT","8:00","Thursday","14:00","Thursday",233.99,1
1653,591,"CDG","NRT","9:00","Thursday","16:00","Thursday",79.95,1
1654,594,"CDG","NRT","10:00","Thursday","18:00","Thursday",233.99,1
1655,597,"CDG","NRT","12:00","Thursday","20:00","Thursday",199.99,1
1656,600,"CDG","NRT","14:00","Thursday","0:00","Friday",199.99,1
1657,603,"CDG","NRT","15:00","Thursday","3:00","Friday",125,1
1658,606,"CDG","LHR","4:00","Thursday","8:00","Thursday",125,2
1659,609,"CDG","LHR","6:00","Thursday","11:00","Thursday",79.95,2
1660,612,"CDG","LHR","8:00","Thursday","14:00","Thursday",59,2
1661,615,"CDG","LHR","9:00","Thursday","16:00","Thursday",59,2
1662,618,"CDG","LHR","10:00","Thursday","18:00","Thursday",59,2
1663,621,"CDG","LHR","12:00","Thursday","20:00","Thursday",59,2
1664,624,"CDG","LHR","14:00","Thursday","0:00","Friday",209.89,2
1665,627,"CDG","LHR","15:00","Thursday","3:00","Friday",209.89,2
1666,630,"CDG","ARN","4:00","Thursday","8:00","Thursday",59,1
1667,633,"CDG","ARN","6:00","Thursday","11:00","Thursday",79.95,1
1668,636,"CDG","ARN","8:00","Thursday","14:00","Thursday",299.99,1
1669,639,"CDG","ARN","9:00","Thursday","16:00","Thursday",199.99,1
1670,642,"CDG","GCM","4:00","Thursday","8:00","Thursday",159.99,2
1671,645,"CDG","GCM","6:00","Thursday","11:00","Thursday",125,2
1672,648,"CDG","GCM","8:00","Thursday","14:00","Thursday",159.99,2
1673,651,"CDG","GCM","9:00","Thursday","16:00","Thursday",159.99,2
1674,654,"CDG","GCM","10:00","Thursday","18:00","Thursday",59,2
1675,657,"CDG","GCM","12:00","Thursday","20:00","Thursday",99.95,2
1676,660,"CDG","GCM","14:00","Thursday","0:00","Friday",299.99,2
1677,663,"CDG","YYZ","4:00","Thursday","8:00","Thursday",299.99,1
1678,666,"CDG","YYZ","6:00","Thursday","11:00","Thursday",233.99,1
1679,669,"CDG","YYZ","8:00","Thursday","14:00","Thursday",99.95,1
1680,672,"CDG","YYZ","9:00","Thursday","16:00","Thursday",209.89,1
1681,675,"CDG","YYZ","10:00","Thursday","18:00","Thursday",233.99,1
1682,678,"CDG","ITO","4:00","Thursday","8:00","Thursday",199.99,1
1683,681,"CDG","ITO","6:00","Thursday","11:00","Thursday",299.99,1
1684,684,"CDG","ITO","8:00","Thursday","14:00","Thursday",59,1
1685,687,"CDG","ITO","9:00","Thursday","16:00","Thursday",159.99,1
1686,690,"CDG","ITO","10:00","Thursday","18:00","Thursday",99.95,1
1687,693,"CDG","ITO","12:00","Thursday","20:00","Thursday",599.95,1
1688,696,"CDG","ITO","14:00","Thursday","0:00","Friday",99.95,1
1689,699,"CDG","ITO","15:00","Thursday","3:00","Friday",159.99,1
1690,702,"CDG","HNL","4:00","Thursday","8:00","Thursday",599.95,1
1691,705,"CDG","HNL","6:00","Thursday","11:00","Thursday",599.95,1
1692,708,"CDG","HNL","8:00","Thursday","14:00","Thursday",209.89,1
1693,711,"CDG","HNL","9:00","Thursday","16:00","Thursday",125,1
1694,714,"CDG","HNL","10:00","Thursday","18:00","Thursday",209.89,1
1695,717,"LHR","HNL","4:00","Thursday","8:00","Thursday",99.95,2
1696,720,"LHR","HNL","6:00","Thursday","11:00","Thursday",299.99,2
1697,723,"LHR","HNL","8:00","Thursday","14:00","Thursday",125,2
1698,726,"LHR","HNL","9:00","Thursday","16:00","Thursday",233.99,2
1699,729,"LHR","HNL","10:00","Thursday","18:00","Thursday",99.95,2
1700,732,"LHR","HNL","12:00","Thursday","20:00","Thursday",299.99,2
1701,735,"LHR","HNL","14:00","Thursday","0:00","Friday",599.95,2
1702,738,"LHR","HNL","15:00","Thursday","3:00","Friday",599.95,2
1703,741,"LHR","HKG","4:00","Thursday","8:00","Thursday",125,2
1704,744,"LHR","HKG","6:00","Thursday","11:00","Thursday",159.99,2
1705,747,"LHR","HKG","8:00","Thursday","14:00","Thursday",599.95,2
1706,750,"LHR","HKG","9:00","Thursday","16:00","Thursday",199.99,2
1707,753,"LHR","HKG","10:00","Thursday","18:00","Thursday",159.99,2
1708,756,"LHR","NRT","4:00","Thursday","8:00","Thursday",233.99,3
1709,759,"LHR","NRT","6:00","Thursday","11:00","Thursday",159.99,3
1710,762,"LHR","NRT","8:00","Thursday","14:00","Thursday",199.99,3
1711,765,"LHR","NRT","9:00","Thursday","16:00","Thursday",233.99,3
1712,768,"LHR","NRT","10:00","Thursday","18:00","Thursday",209.89,3
1713,771,"LHR","NRT","12:00","Thursday","20:00","Thursday",125,3
1714,774,"LHR","NRT","14:00","Thursday","0:00","Friday",299.99,3
1715,777,"LHR","NRT","15:00","Thursday","3:00","Friday",233.99,3
1716,780,"LHR","NRT","17:00","Thursday","7:00","Friday",125,3
1717,783,"LHR","CDG","4:00","Thursday","8:00","Thursday",199.99,2
1718,786,"LHR","CDG","6:00","Thursday","11:00","Thursday",125,2
1719,789,"LHR","CDG","8:00","Thursday","14:00","Thursday",159.99,2
1720,792,"LHR","CDG","9:00","Thursday","16:00","Thursday",199.99,2
1721,795,"LHR","GCM","4:00","Thursday","8:00","Thursday",209.89,4
1722,798,"LHR","GCM","6:00","Thursday","11:00","Thursday",299.99,4
1723,801,"LHR","GCM","8:00","Thursday","14:00","Thursday",59,4
1724,804,"LHR","GCM","9:00","Thursday","16:00","Thursday",125,4
1725,807,"LHR","GCM","10:00","Thursday","18:00","Thursday",59,4
1726,810,"LHR","GCM","12:00","Thursday","20:00","Thursday",209.89,4
1727,813,"LHR","YYZ","4:00","Thursday","8:00","Thursday",299.99,1
1728,816,"LHR","ITO","4:00","Thursday","8:00","Thursday",299.99,4
1729,819,"LHR","ITO","6:00","Thursday","11:00","Thursday",599.95,4
1730,822,"LHR","ITO","8:00","Thursday","14:00","Thursday",125,4
1731,825,"LHR","ITO","9:00","Thursday","16:00","Thursday",99.95,4
1732,828,"LHR","ITO","10:00","Thursday","18:00","Thursday",199.99,4
1733,831,"LHR","ITO","12:00","Thursday","20:00","Thursday",59,4
1734,834,"LHR","CUR","4:00","Thursday","8:00","Thursday",199.99,3
1735,837,"LHR","CUR","6:00","Thursday","11:00","Thursday",233.99,3
1736,840,"LHR","CUR","8:00","Thursday","14:00","Thursday",99.95,3
1737,843,"LHR","CUR","9:00","Thursday","16:00","Thursday",79.95,3
1738,846,"LHR","CUR","10:00","Thursday","18:00","Thursday",125,3
1739,849,"ARN","HNL","4:00","Thursday","8:00","Thursday",209.89,2
1740,852,"ARN","HNL","6:00","Thursday","11:00","Thursday",99.95,2
1741,855,"ARN","HNL","8:00","Thursday","14:00","Thursday",125,2
1742,858,"ARN","HKG","4:00","Thursday","8:00","Thursday",299.99,2
1743,861,"ARN","NRT","4:00","Thursday","8:00","Thursday",233.99,2
1744,864,"ARN","NRT","6:00","Thursday","11:00","Thursday",199.99,2
1745,867,"ARN","NRT","8:00","Thursday","14:00","Thursday",209.89,2
1746,870,"ARN","NRT","9:00","Thursday","16:00","Thursday",199.99,2
1747,873,"ARN","NRT","10:00","Thursday","18:00","Thursday",125,2
1748,876,"ARN","NRT","12:00","Thursday","20:00","Thursday",159.99,2
1749,879,"ARN","NRT","14:00","Thursday","0:00","Friday",159.99,2
1750,882,"ARN","NRT","15:00","Thursday","3:00","Friday",299.99,2
1751,885,"ARN","CDG","4:00","Thursday","8:00","Thursday",59,1
1752,888,"ARN","CDG","6:00","Thursday","11:00","Thursday",233.99,1
1753,891,"ARN","CDG","8:00","Thursday","14:00","Thursday",299.99,1
1754,894,"ARN","CDG","9:00","Thursday","16:00","Thursday",599.95,1
1755,897,"ARN","CDG","10:00","Thursday","18:00","Thursday",125,1
1756,900,"ARN","CDG","12:00","Thursday","20:00","Thursday",599.95,1
1757,903,"ARN","CDG","14:00","Thursday","0:00","Friday",199.99,1
1758,906,"ARN","CDG","15:00","Thursday","3:00","Friday",159.99,1
1759,909,"ARN","CDG","17:00","Thursday","7:00","Friday",99.95,1
1760,912,"ARN","LHR","4:00","Thursday","8:00","Thursday",59,3
1761,915,"ARN","LHR","6:00","Thursday","11:00","Thursday",209.89,3
1762,918,"ARN","LHR","8:00","Thursday","14:00","Thursday",209.89,3
1763,921,"ARN","LHR","9:00","Thursday","16:00","Thursday",199.99,3
1764,924,"ARN","LHR","10:00","Thursday","18:00","Thursday",125,3
1765,927,"ARN","LHR","12:00","Thursday","20:00","Thursday",159.99,3
1766,930,"ARN","LHR","14:00","Thursday","0:00","Friday",79.95,3
1767,933,"ARN","LHR","15:00","Thursday","3:00","Friday",209.89,3
1768,936,"ARN","GCM","4:00","Thursday","8:00","Thursday",299.99,2
1769,939,"ARN","GCM","6:00","Thursday","11:00","Thursday",299.99,2
1770,942,"ARN","GCM","8:00","Thursday","14:00","Thursday",233.99,2
1771,945,"ARN","GCM","9:00","Thursday","16:00","Thursday",299.99,2
1772,948,"ARN","GCM","10:00","Thursday","18:00","Thursday",199.99,2
1773,951,"ARN","GCM","12:00","Thursday","20:00","Thursday",79.95,2
1774,954,"ARN","GCM","14:00","Thursday","0:00","Friday",299.99,2
1775,957,"ARN","GCM","15:00","Thursday","3:00","Friday",79.95,2
1776,960,"ARN","YYZ","4:00","Thursday","8:00","Thursday",99.95,2
1777,963,"ARN","YYZ","6:00","Thursday","11:00","Thursday",79.95,2
1778,966,"ARN","ITO","4:00","Thursday","8:00","Thursday",59,3
1779,969,"ARN","ITO","6:00","Thursday","11:00","Thursday",99.95,3
1780,972,"ARN","ITO","8:00","Thursday","14:00","Thursday",233.99,3
1781,975,"ARN","ITO","9:00","Thursday","16:00","Thursday",233.99,3
1782,978,"ARN","ITO","10:00","Thursday","18:00","Thursday",125,3
1783,981,"ARN","HNL","4:00","Thursday","8:00","Thursday",299.99,2
1784,984,"ARN","HNL","6:00","Thursday","11:00","Thursday",299.99,2
1785,987,"ARN","HNL","8:00","Thursday","14:00","Thursday",159.99,2
1786,990,"ARN","HNL","9:00","Thursday","16:00","Thursday",209.89,2
1787,993,"ARN","HNL","10:00","Thursday","18:00","Thursday",199.99,2
1788,996,"ARN","HNL","12:00","Thursday","20:00","Thursday",59,2
1789,999,"ARN","HNL","14:00","Thursday","0:00","Friday",159.99,2
1790,1002,"ARN","HNL","15:00","Thursday","3:00","Friday",79.95,2
1791,1005,"GCM","HNL","4:00","Thursday","8:00","Thursday",99.95,3
1792,1008,"GCM","HNL","6:00","Thursday","11:00","Thursday",299.99,3
1793,1011,"GCM","HKG","4:00","Thursday","8:00","Thursday",125,3
1794,1014,"GCM","HKG","6:00","Thursday","11:00","Thursday",59,3
1795,1017,"GCM","HKG","8:00","Thursday","14:00","Thursday",209.89,3
1796,1020,"GCM","HKG","9:00","Thursday","16:00","Thursday",79.95,3
1797,1023,"GCM","HKG","10:00","Thursday","18:00","Thursday",59,3
1798,1026,"GCM","NRT","4:00","Thursday","8:00","Thursday",599.95,2
1799,1029,"GCM","CDG","4:00","Thursday","8:00","Thursday",599.95,2
1800,1032,"GCM","CDG","6:00","Thursday","11:00","Thursday",59,2
1801,1035,"GCM","CDG","8:00","Thursday","14:00","Thursday",159.99,2
1802,1038,"GCM","LHR","4:00","Thursday","8:00","Thursday",59,4
1803,1041,"GCM","ARN","4:00","Thursday","8:00","Thursday",199.99,3
1804,1044,"GCM","ARN","6:00","Thursday","11:00","Thursday",125,3
1805,1047,"GCM","ARN","8:00","Thursday","14:00","Thursday",125,3
1806,1050,"GCM","YYZ","4:00","Thursday","8:00","Thursday",159.99,3
1807,1053,"GCM","YYZ","6:00","Thursday","11:00","Thursday",99.95,3
1808,1056,"GCM","YYZ","8:00","Thursday","14:00","Thursday",299.99,3
1809,1059,"GCM","YYZ","9:00","Thursday","16:00","Thursday",59,3
1810,1062,"GCM","YYZ","10:00","Thursday","18:00","Thursday",233.99,3
1811,1065,"GCM","YYZ","12:00","Thursday","20:00","Thursday",599.95,3
1812,1068,"GCM","YYZ","14:00","Thursday","0:00","Friday",599.95,3
1813,1071,"GCM","ITO","4:00","Thursday","8:00","Thursday",79.95,1
1814,1074,"GCM","ITO","6:00","Thursday","11:00","Thursday",199.99,1
1815,1077,"GCM","ITO","8:00","Thursday","14:00","Thursday",125,1
1816,1080,"GCM","ITO","9:00","Thursday","16:00","Thursday",125,1
1817,1083,"GCM","ITO","10:00","Thursday","18:00","Thursday",79.95,1
1818,1086,"GCM","ITO","12:00","Thursday","20:00","Thursday",99.95,1
1819,1089,"GCM","ITO","14:00","Thursday","0:00","Friday",299.99,1
1820,1092,"GCM","ITO","15:00","Thursday","3:00","Friday",209.89,1
1821,1095,"GCM","ITO","17:00","Thursday","7:00","Friday",299.99,1
1822,1098,"GCM","HNL","4:00","Thursday","8:00","Thursday",299.99,2
1823,1101,"GCM","HNL","6:00","Thursday","11:00","Thursday",125,2
1824,1104,"GCM","HNL","8:00","Thursday","14:00","Thursday",99.95,2
1825,1107,"GCM","HNL","9:00","Thursday","16:00","Thursday",199.99,2
1826,1110,"GCM","CUR","4:00","Thursday","8:00","Thursday",79.95,1
1827,1113,"GCM","CUR","6:00","Thursday","11:00","Thursday",299.99,1
1828,1116,"GCM","CUR","8:00","Thursday","14:00","Thursday",159.99,1
1829,1119,"GCM","CUR","9:00","Thursday","16:00","Thursday",209.89,1
1830,1122,"GCM","CUR","10:00","Thursday","18:00","Thursday",599.95,1
1831,1125,"YYZ","HNL","4:00","Thursday","8:00","Thursday",233.99,1
1832,1128,"YYZ","HNL","6:00","Thursday","11:00","Thursday",599.95,1
1833,1131,"YYZ","HNL","8:00","Thursday","14:00","Thursday",233.99,1
1834,1134,"YYZ","HKG","4:00","Thursday","8:00","Thursday",599.95,2
1835,1137,"YYZ","HKG","6:00","Thursday","11:00","Thursday",79.95,2
1836,1140,"YYZ","NRT","4:00","Thursday","8:00","Thursday",299.99,3
1837,1143,"YYZ","NRT","6:00","Thursday","11:00","Thursday",209.89,3
1838,1146,"YYZ","NRT","8:00","Thursday","14:00","Thursday",209.89,3
1839,1149,"YYZ","NRT","9:00","Thursday","16:00","Thursday",599.95,3
1840,1152,"YYZ","NRT","10:00","Thursday","18:00","Thursday",125,3
1841,1155,"YYZ","CDG","4:00","Thursday","8:00","Thursday",599.95,2
1842,1158,"YYZ","CDG","6:00","Thursday","11:00","Thursday",125,2
1843,1161,"YYZ","CDG","8:00","Thursday","14:00","Thursday",79.95,2
1844,1164,"YYZ","CDG","9:00","Thursday","16:00","Thursday",233.99,2
1845,1167,"YYZ","CDG","10:00","Thursday","18:00","Thursday",59,2
1846,1170,"YYZ","CDG","12:00","Thursday","20:00","Thursday",79.95,2
1847,1173,"YYZ","CDG","14:00","Thursday","0:00","Friday",299.99,2
1848,1176,"YYZ","CDG","15:00","Thursday","3:00","Friday",209.89,2
1849,1179,"YYZ","LHR","4:00","Thursday","8:00","Thursday",99.95,4
1850,1182,"YYZ","LHR","6:00","Thursday","11:00","Thursday",125,4
1851,1185,"YYZ","LHR","8:00","Thursday","14:00","Thursday",199.99,4
1852,1188,"YYZ","ARN","4:00","Thursday","8:00","Thursday",79.95,2
1853,1191,"YYZ","ARN","6:00","Thursday","11:00","Thursday",199.99,2
1854,1194,"YYZ","GCM","4:00","Thursday","8:00","Thursday",79.95,3
1855,1197,"YYZ","GCM","6:00","Thursday","11:00","Thursday",59,3
1856,1200,"YYZ","GCM","8:00","Thursday","14:00","Thursday",159.99,3
1857,1203,"YYZ","GCM","9:00","Thursday","16:00","Thursday",209.89,3
1858,1206,"YYZ","GCM","10:00","Thursday","18:00","Thursday",125,3
1859,1209,"YYZ","GCM","12:00","Thursday","20:00","Thursday",59,3
1860,1212,"YYZ","GCM","14:00","Thursday","0:00","Friday",125,3
1861,1215,"YYZ","GCM","15:00","Thursday","3:00","Friday",599.95,3
1862,1218,"YYZ","ITO","4:00","Thursday","8:00","Thursday",209.89,2
1863,1221,"YYZ","ITO","6:00","Thursday","11:00","Thursday",209.89,2
1864,1224,"YYZ","ITO","8:00","Thursday","14:00","Thursday",199.99,2
1865,1227,"YYZ","ITO","9:00","Thursday","16:00","Thursday",209.89,2
1866,1230,"YYZ","ITO","10:00","Thursday","18:00","Thursday",199.99,2
1867,1233,"YYZ","ITO","12:00","Thursday","20:00","Thursday",199.99,2
1868,1236,"YYZ","ITO","14:00","Thursday","0:00","Friday",299.99,2
1869,1239,"YYZ","HNL","4:00","Thursday","8:00","Thursday",599.95,1
1870,1242,"YYZ","HNL","6:00","Thursday","11:00","Thursday",59,1
1871,1245,"ITO","HNL","4:00","Thursday","8:00","Thursday",209.89,3
1872,1248,"ITO","HNL","6:00","Thursday","11:00","Thursday",199.99,3
1873,1251,"ITO","HNL","8:00","Thursday","14:00","Thursday",99.95,3
1874,1254,"ITO","HNL","9:00","Thursday","16:00","Thursday",99.95,3
1875,1257,"ITO","HNL","10:00","Thursday","18:00","Thursday",209.89,3
1876,1260,"ITO","HNL","12:00","Thursday","20:00","Thursday",79.95,3
1877,1263,"ITO","HNL","14:00","Thursday","0:00","Friday",209.89,3
1878,1266,"ITO","HNL","15:00","Thursday","3:00","Friday",199.99,3
1879,1269,"ITO","HKG","4:00","Thursday","8:00","Thursday",233.99,2
1880,1272,"ITO","HKG","6:00","Thursday","11:00","Thursday",299.99,2
1881,1275,"ITO","CDG","4:00","Thursday","8:00","Thursday",299.99,2
1882,1278,"ITO","CDG","6:00","Thursday","11:00","Thursday",233.99,2
1883,1281,"ITO","CDG","8:00","Thursday","14:00","Thursday",59,2
1884,1284,"ITO","CDG","9:00","Thursday","16:00","Thursday",199.99,2
1885,1287,"ITO","CDG","10:00","Thursday","18:00","Thursday",199.99,2
1886,1290,"ITO","CDG","12:00","Thursday","20:00","Thursday",299.99,2
1887,1293,"ITO","CDG","14:00","Thursday","0:00","Friday",159.99,2
1888,1296,"ITO","LHR","4:00","Thursday","8:00","Thursday",199.99,1
1889,1299,"ITO","LHR","6:00","Thursday","11:00","Thursday",159.99,1
1890,1302,"ITO","LHR","8:00","Thursday","14:00","Thursday",59,1
1891,1305,"ITO","ARN","4:00","Thursday","8:00","Thursday",125,2
1892,1308,"ITO","ARN","6:00","Thursday","11:00","Thursday",99.95,2
1893,1311,"ITO","ARN","8:00","Thursday","14:00","Thursday",59,2
1894,1314,"ITO","ARN","9:00","Thursday","16:00","Thursday",59,2
1895,1317,"ITO","ARN","10:00","Thursday","18:00","Thursday",125,2
1896,1320,"ITO","GCM","4:00","Thursday","8:00","Thursday",99.95,2
1897,1323,"ITO","GCM","6:00","Thursday","11:00","Thursday",125,2
1898,1326,"ITO","GCM","8:00","Thursday","14:00","Thursday",599.95,2
1899,1329,"ITO","GCM","9:00","Thursday","16:00","Thursday",125,2
1900,1332,"ITO","YYZ","4:00","Thursday","8:00","Thursday",199.99,1
1901,1335,"ITO","YYZ","6:00","Thursday","11:00","Thursday",599.95,1
1902,1338,"ITO","YYZ","8:00","Thursday","14:00","Thursday",233.99,1
1903,1341,"ITO","YYZ","9:00","Thursday","16:00","Thursday",199.99,1
1904,1344,"ITO","YYZ","10:00","Thursday","18:00","Thursday",233.99,1
1905,1347,"ITO","YYZ","12:00","Thursday","20:00","Thursday",159.99,1
1906,1350,"ITO","YYZ","14:00","Thursday","0:00","Friday",99.95,1
1907,1353,"ITO","HNL","4:00","Thursday","8:00","Thursday",59,2
1908,1356,"ITO","HNL","6:00","Thursday","11:00","Thursday",199.99,2
1909,1359,"ITO","HNL","8:00","Thursday","14:00","Thursday",159.99,2
1910,1362,"ITO","HNL","9:00","Thursday","16:00","Thursday",59,2
1911,1365,"ITO","HNL","10:00","Thursday","18:00","Thursday",299.99,2
1912,1368,"ITO","HNL","12:00","Thursday","20:00","Thursday",125,2
1913,1371,"ITO","HNL","14:00","Thursday","0:00","Friday",233.99,2
1914,1374,"ITO","CUR","4:00","Thursday","8:00","Thursday",79.95,3
1915,1377,"ITO","CUR","6:00","Thursday","11:00","Thursday",299.99,3
1916,1380,"ITO","CUR","8:00","Thursday","14:00","Thursday",199.99,3
1917,1383,"ITO","CUR","9:00","Thursday","16:00","Thursday",209.89,3
1918,1386,"ITO","CUR","10:00","Thursday","18:00","Thursday",79.95,3
1919,1389,"ITO","CUR","12:00","Thursday","20:00","Thursday",99.95,3
1920,1392,"ITO","CUR","14:00","Thursday","0:00","Friday",599.95,3
1921,1395,"ITO","CUR","15:00","Thursday","3:00","Friday",299.99,3
1922,1398,"HNL","HNL","4:00","Thursday","8:00","Thursday",159.99,1
1923,1401,"HNL","HNL","6:00","Thursday","11:00","Thursday",199.99,1
1924,1404,"HNL","HNL","8:00","Thursday","14:00","Thursday",99.95,1
1925,1407,"HNL","HNL","9:00","Thursday","16:00","Thursday",299.99,1
1926,1410,"HNL","HKG","4:00","Thursday","8:00","Thursday",209.89,2
1927,1413,"HNL","HKG","6:00","Thursday","11:00","Thursday",233.99,2
1928,1416,"HNL","HKG","8:00","Thursday","14:00","Thursday",299.99,2
1929,1419,"HNL","NRT","4:00","Thursday","8:00","Thursday",159.99,2
1930,1422,"HNL","NRT","6:00","Thursday","11:00","Thursday",199.99,2
1931,1425,"HNL","NRT","8:00","Thursday","14:00","Thursday",79.95,2
1932,1428,"HNL","NRT","9:00","Thursday","16:00","Thursday",599.95,2
1933,1431,"HNL","NRT","10:00","Thursday","18:00","Thursday",79.95,2
1934,1434,"HNL","NRT","12:00","Thursday","20:00","Thursday",159.99,2
1935,1437,"HNL","LHR","4:00","Thursday","8:00","Thursday",209.89,4
1936,1440,"HNL","LHR","6:00","Thursday","11:00","Thursday",599.95,4
1937,1443,"HNL","LHR","8:00","Thursday","14:00","Thursday",299.99,4
1938,1446,"HNL","LHR","9:00","Thursday","16:00","Thursday",209.89,4
1939,1449,"HNL","ARN","4:00","Thursday","8:00","Thursday",59,1
1940,1452,"HNL","ARN","6:00","Thursday","11:00","Thursday",99.95,1
1941,1455,"HNL","GCM","4:00","Thursday","8:00","Thursday",599.95,3
1942,1458,"HNL","GCM","6:00","Thursday","11:00","Thursday",59,3
1943,1461,"HNL","GCM","8:00","Thursday","14:00","Thursday",299.99,3
1944,1464,"HNL","GCM","9:00","Thursday","16:00","Thursday",599.95,3
1945,1467,"HNL","GCM","10:00","Thursday","18:00","Thursday",599.95,3
1946,1470,"HNL","ITO","4:00","Thursday","8:00","Thursday",99.95,4
1947,1473,"HNL","ITO","6:00","Thursday","11:00","Thursday",125,4
1948,1476,"HNL","ITO","8:00","Thursday","14:00","Thursday",79.95,4
1949,1479,"HNL","ITO","9:00","Thursday","16:00","Thursday",159.99,4
1950,1482,"HNL","ITO","10:00","Thursday","18:00","Thursday",209.89,4
1951,1485,"HNL","ITO","12:00","Thursday","20:00","Thursday",599.95,4
1952,1488,"CUR","HNL","4:00","Thursday","8:00","Thursday",299.99,1
1953,1491,"CUR","HNL","6:00","Thursday","11:00","Thursday",99.95,1
1954,1494,"CUR","HNL","8:00","Thursday","14:00","Thursday",125,1
1955,1497,"CUR","HNL","9:00","Thursday","16:00","Thursday",79.95,1
1956,1500,"CUR","HNL","10:00","Thursday","18:00","Thursday",79.95,1
1957,1503,"CUR","HKG","4:00","Thursday","8:00","Thursday",599.95,1
1958,1506,"CUR","HKG","6:00","Thursday","11:00","Thursday",233.99,1
1959,1509,"CUR","HKG","8:00","Thursday","14:00","Thursday",159.99,1
1960,1512,"CUR","HKG","9:00","Thursday","16:00","Thursday",159.99,1
1961,1515,"CUR","HKG","10:00","Thursday","18:00","Thursday",79.95,1
1962,1518,"CUR","CDG","4:00","Thursday","8:00","Thursday",159.99,2
1963,1521,"CUR","CDG","6:00","Thursday","11:00","Thursday",79.95,2
1964,1524,"CUR","CDG","8:00","Thursday","14:00","Thursday",209.89,2
1965,1527,"CUR","LHR","4:00","Thursday","8:00","Thursday",79.95,2
1966,1530,"CUR","LHR","6:00","Thursday","11:00","Thursday",209.89,2
1967,1533,"CUR","LHR","8:00","Thursday","14:00","Thursday",59,2
1968,1536,"CUR","LHR","9:00","Thursday","16:00","Thursday",125,2
1969,1539,"CUR","LHR","10:00","Thursday","18:00","Thursday",99.95,2
1970,1542,"CUR","LHR","12:00","Thursday","20:00","Thursday",209.89,2
1971,1545,"CUR","LHR","14:00","Thursday","0:00","Friday",79.95,2
1972,1548,"CUR","ARN","4:00","Thursday","8:00","Thursday",209.89,2
1973,1551,"CUR","ARN","6:00","Thursday","11:00","Thursday",299.99,2
1974,1554,"CUR","ARN","8:00","Thursday","14:00","Thursday",125,2
1975,1557,"CUR","ARN","9:00","Thursday","16:00","Thursday",159.99,2
1976,1560,"CUR","GCM","4:00","Thursday","8:00","Thursday",125,2
1977,1563,"CUR","GCM","6:00","Thursday","11:00","Thursday",99.95,2
1978,1566,"CUR","ITO","4:00","Thursday","8:00","Thursday",79.95,1
1979,1569,"CUR","ITO","6:00","Thursday","11:00","Thursday",79.95,1
1980,1572,"CUR","HNL","4:00","Thursday","8:00","Thursday",233.99,2
1981,1575,"CUR","HNL","6:00","Thursday","11:00","Thursday",125,2
1982,1578,"CUR","HNL","8:00","Thursday","14:00","Thursday",199.99,2
1983,1581,"CUR","HNL","9:00","Thursday","16:00","Thursday",599.95,2
1984,1584,"CUR","HNL","10:00","Thursday","18:00","Thursday",599.95,2
1985,1587,"CUR","HNL","12:00","Thursday","20:00","Thursday",59,2
1986,102,"HNL","HKG","4:00","Friday","8:00","Friday",199.99,4
1987,105,"HNL","HKG","6:00","Friday","11:00","Friday",99.95,4
1988,108,"HNL","HKG","8:00","Friday","14:00","Friday",599.95,4
1989,111,"HNL","HKG","9:00","Friday","16:00","Friday",99.95,4
1990,114,"HNL","HKG","10:00","Friday","18:00","Friday",125,4
1991,117,"HNL","NRT","4:00","Friday","8:00","Friday",233.99,1
1992,120,"HNL","NRT","6:00","Friday","11:00","Friday",233.99,1
1993,123,"HNL","NRT","8:00","Friday","14:00","Friday",233.99,1
1994,126,"HNL","NRT","9:00","Friday","16:00","Friday",233.99,1
1995,129,"HNL","NRT","10:00","Friday","18:00","Friday",159.99,1
1996,132,"HNL","CDG","4:00","Friday","8:00","Friday",79.95,2
1997,135,"HNL","CDG","6:00","Friday","11:00","Friday",79.95,2
1998,138,"HNL","CDG","8:00","Friday","14:00","Friday",233.99,2
1999,141,"HNL","LHR","4:00","Friday","8:00","Friday",299.99,2
2000,144,"HNL","LHR","6:00","Friday","11:00","Friday",59,2
2001,147,"HNL","LHR","8:00","Friday","14:00","Friday",299.99,2
2002,150,"HNL","ARN","4:00","Friday","8:00","Friday",233.99,2
2003,153,"HNL","ARN","6:00","Friday","11:00","Friday",79.95,2
2004,156,"HNL","ARN","8:00","Friday","14:00","Friday",159.99,2
2005,159,"HNL","ARN","9:00","Friday","16:00","Friday",159.99,2
2006,162,"HNL","ARN","10:00","Friday","18:00","Friday",599.95,2
2007,165,"HNL","ARN","12:00","Friday","20:00","Friday",209.89,2
