flightnum,departcity,arrivecity,departdaytime,arrivedaytime,cost,code
1026,"GCM","NRT","2022-01-05 04:00","2022-01-05 08:00",599.95,2
1029,"GCM","CDG","2022-01-05 04:00","2022-01-05 08:00",599.95,2
1032,"GCM","CDG","2022-01-05 06:00","2022-01-05 11:00",59.00,2
1035,"GCM","CDG","2022-01-05 08:00","2022-01-05 14:00",159.99,2
1038,"GCM","LHR","2022-01-05 04:00","2022-01-05 08:00",59.00,4
1041,"GCM","ARN","2022-01-05 04:00","2022-01-05 08:00",199.99,3
1044,"GCM","ARN","2022-01-05 06:00","2022-01-05 11:00",125.00,3
1047,"GCM","ARN","2022-01-05 08:00","2022-01-05 14:00",125.00,3
1050,"GCM","YYZ","2022-01-05 04:00","2022-01-05 08:00",159.99,3
1053,"GCM","YYZ","2022-01-05 06:00","2022-01-05 11:00",99.95,3
1056,"GCM","YYZ","2022-01-05 08:00","2022-01-05 14:00",299.99,3
1059.00,"GCM","YYZ","2022-01-05 09:00","2022-01-05 16:00",59.00,3
1062,"GCM","YYZ","2022-01-05 10:00","2022-01-05 18:00",233.99,3
1065,"GCM","YYZ","2022-01-05 12:00","2022-01-05 20:00",599.95,3
1068,"GCM","YYZ","2022-01-05 14:00","2022-01-06 00:00",599.95,3
1071,"GCM","ITO","2022-01-05 04:00","2022-01-05 08:00",79.95,1
1074,"GCM","ITO","2022-01-05 06:00","2022-01-05 11:00",199.99,1
1077,"GCM","ITO","2022-01-05 08:00","2022-01-05 14:00",125.00,1
1080,"GCM","ITO","2022-01-05 09:00","2022-01-05 16:00",125.00,1
1083,"GCM","ITO","2022-01-05 10:00","2022-01-05 18:00",79.95,1
1086,"GCM","ITO","2022-01-05 12:00","2022-01-05 20:00",99.95,1
1089,"GCM","ITO","2022-01-05 14:00","2022-01-06 00:00",299.99,1
1092,"GCM","ITO","2022-01-05 15:00","2022-01-06 03:00",209.89,1
1095,"GCM","ITO","2022-01-06 17:00","2022-01-07 07:00",299.99,1
1098,"GCM","HNL","2022-01-05 04:00","2022-01-05 08:00",299.99,2
1101,"GCM","HNL","2022-01-05 06:00","2022-01-05 11:00",125.00,2
1104,"GCM","HNL","2022-01-05 08:00","2022-01-05 14:00",99.95,2
1107,"GCM","HNL","2022-01-05 09:00","2022-01-05 16:00",199.99,2
1110,"GCM","CUR","2022-01-05 04:00","2022-01-05 08:00",79.95,1
1113,"GCM","CUR","2022-01-05 06:00","2022-01-05 11:00",299.99,1
1116,"GCM","CUR","2022-01-05 08:00","2022-01-05 14:00",159.99,1
1119,"GCM","CUR","2022-01-05 09:00","2022-01-05 16:00",209.89,1
1122,"GCM","CUR","2022-01-05 10:00","2022-01-05 18:00",599.95,1
1125.00,"YYZ","HNL","2022-01-05 04:00","2022-01-05 08:00",233.99,1
1128,"YYZ","HNL","2022-01-05 06:00","2022-01-05 11:00",599.95,1
1131,"YYZ","HNL","2022-01-05 08:00","2022-01-05 14:00",233.99,1
1134,"YYZ","HKG","2022-01-05 04:00","2022-01-05 08:00",599.95,2
1137,"YYZ","HKG","2022-01-05 06:00","2022-01-05 11:00",79.95,2
1140,"YYZ","NRT","2022-01-05 04:00","2022-01-05 08:00",299.99,3
1143,"YYZ","NRT","2022-01-05 06:00","2022-01-05 11:00",209.89,3
1146,"YYZ","NRT","2022-01-05 08:00","2022-01-05 14:00",209.89,3
1149,"YYZ","NRT","2022-01-05 09:00","2022-01-05 16:00",599.95,3
1152,"YYZ","NRT","2022-01-05 10:00","2022-01-05 18:00",125.00,3
1155,"YYZ","CDG","2022-01-05 04:00","2022-01-05 08:00",599.95,2
1158,"YYZ","CDG","2022-01-05 06:00","2022-01-05 11:00",125.00,2
1161,"YYZ","CDG","2022-01-05 08:00","2022-01-05 14:00",79.95,2
1164,"YYZ","CDG","2022-01-05 09:00","2022-01-05 16:00",233.99,2
1167,"YYZ","CDG","2022-01-05 10:00","2022-01-05 18:00",59.00,2
1170,"YYZ","CDG","2022-01-05 12:00","2022-01-05 20:00",79.95,2
1173,"YYZ","CDG","2022-01-05 14:00","2022-01-06 00:00",299.99,2
1176,"YYZ","CDG","2022-01-05 15:00","2022-01-06 03:00",209.89,2
1179,"YYZ","LHR","2022-01-05 04:00","2022-01-05 08:00",99.95,4
1182,"YYZ","LHR","2022-01-05 06:00","2022-01-05 11:00",125.00,4
1185,"YYZ","LHR","2022-01-05 08:00","2022-01-05 14:00",199.99,4
1188,"YYZ","ARN","2022-01-05 04:00","2022-01-05 08:00",79.95,2
1191,"YYZ","ARN","2022-01-05 06:00","2022-01-05 11:00",199.99,2
1194,"YYZ","GCM","2022-01-05 04:00","2022-01-05 08:00",79.95,3
1197,"YYZ","GCM","2022-01-05 06:00","2022-01-05 11:00",59.00,3
1200,"YYZ","GCM","2022-01-05 08:00","2022-01-05 14:00",159.99,3
1203,"YYZ","GCM","2022-01-05 09:00","2022-01-05 16:00",209.89,3
1206,"YYZ","GCM","2022-01-05 10:00","2022-01-05 18:00",125.00,3
1209,"YYZ","GCM","2022-01-05 12:00","2022-01-05 20:00",59.00,3
1212,"YYZ","GCM","2022-01-05 14:00","2022-01-06 00:00",125.00,3
1215,"YYZ","GCM","2022-01-05 15:00","2022-01-06 03:00",599.95,3
1218,"YYZ","ITO","2022-01-05 04:00","2022-01-05 08:00",209.89,2
1221,"YYZ","ITO","2022-01-05 06:00","2022-01-05 11:00",209.89,2
1224,"YYZ","ITO","2022-01-05 08:00","2022-01-05 14:00",199.99,2
1227,"YYZ","ITO","2022-01-05 09:00","2022-01-05 16:00",209.89,2
1230,"YYZ","ITO","2022-01-05 10:00","2022-01-05 18:00",199.99,2
1233,"YYZ","ITO","2022-01-05 12:00","2022-01-05 20:00",199.99,2
1236,"YYZ","ITO","2022-01-05 14:00","2022-01-06 00:00",299.99,2
1239,"YYZ","HNL","2022-01-05 04:00","2022-01-05 08:00",599.95,1
1242,"YYZ","HNL","2022-01-05 06:00","2022-01-05 11:00",59.00,1
1245,"ITO","HNL","2022-01-05 04:00","2022-01-05 08:00",209.89,3
1248,"ITO","HNL","2022-01-05 06:00","2022-01-05 11:00",199.99,3
1251,"ITO","HNL","2022-01-05 08:00","2022-01-05 14:00",99.95,3
1254,"ITO","HNL","2022-01-05 09:00","2022-01-05 16:00",99.95,3
1257,"ITO","HNL","2022-01-05 10:00","2022-01-05 18:00",209.89,3
1260,"ITO","HNL","2022-01-05 12:00","2022-01-05 20:00",79.95,3
1263,"ITO","HNL","2022-01-05 14:00","2022-01-06 00:00",209.89,3
1266,"ITO","HNL","2022-01-05 15:00","2022-01-06 03:00",199.99,3
1269,"ITO","HKG","2022-01-05 04:00","2022-01-05 08:00",233.99,2
1272,"ITO","HKG","2022-01-05 06:00","2022-01-05 11:00",299.99,2
1275,"ITO","CDG","2022-01-05 04:00","2022-01-05 08:00",299.99,2
1278,"ITO","CDG","2022-01-05 06:00","2022-01-05 11:00",233.99,2
1281,"ITO","CDG","2022-01-05 08:00","2022-01-05 14:00",59.00,2
1284,"ITO","CDG","2022-01-05 09:00","2022-01-05 16:00",199.99,2
1287,"ITO","CDG","2022-01-05 10:00","2022-01-05 18:00",199.99,2
1290,"ITO","CDG","2022-01-05 12:00","2022-01-05 20:00",299.99,2
1293,"ITO","CDG","2022-01-05 14:00","2022-01-06 00:00",159.99,2
1296,"ITO","LHR","2022-01-05 04:00","2022-01-05 08:00",199.99,1
1299,"ITO","LHR","2022-01-05 06:00","2022-01-05 11:00",159.99,1
1302,"ITO","LHR","2022-01-05 08:00","2022-01-05 14:00",59.00,1
1305,"ITO","ARN","2022-01-05 04:00","2022-01-05 08:00",125.00,2
1308,"ITO","ARN","2022-01-05 06:00","2022-01-05 11:00",99.95,2
1311,"ITO","ARN","2022-01-05 08:00","2022-01-05 14:00",59.00,2
1314,"ITO","ARN","2022-01-05 09:00","2022-01-05 16:00",59.00,2
1317,"ITO","ARN","2022-01-05 10:00","2022-01-05 18:00",125.00,2
1320,"ITO","GCM","2022-01-05 04:00","2022-01-05 08:00",99.95,2
1323,"ITO","GCM","2022-01-05 06:00","2022-01-05 11:00",125.00,2
1326,"ITO","GCM","2022-01-05 08:00","2022-01-05 14:00",599.95,2
1329,"ITO","GCM","2022-01-05 09:00","2022-01-05 16:00",125.00,2
1332,"ITO","YYZ","2022-01-05 04:00","2022-01-05 08:00",199.99,1
1335,"ITO","YYZ","2022-01-05 06:00","2022-01-05 11:00",599.95,1
1338,"ITO","YYZ","2022-01-05 08:00","2022-01-05 14:00",233.99,1
1341,"ITO","YYZ","2022-01-05 09:00","2022-01-05 16:00",199.99,1
1344,"ITO","YYZ","2022-01-05 10:00","2022-01-05 18:00",233.99,1
1347,"ITO","YYZ","2022-01-05 12:00","2022-01-05 20:00",159.99,1
1350,"ITO","YYZ","2022-01-05 14:00","2022-01-06 00:00",99.95,1
1353,"ITO","HNL","2022-01-05 04:00","2022-01-05 08:00",59.00,2
1356,"ITO","HNL","2022-01-05 06:00","2022-01-05 11:00",199.99,2
1359.00,"ITO","HNL","2022-01-05 08:00","2022-01-05 14:00",159.99,2
1362,"ITO","HNL","2022-01-05 09:00","2022-01-05 16:00",59.00,2
1365,"ITO","HNL","2022-01-05 10:00","2022-01-05 18:00",299.99,2
1368,"ITO","HNL","2022-01-05 12:00","2022-01-05 20:00",125.00,2
1371,"ITO","HNL","2022-01-05 14:00","2022-01-06 00:00",233.99,2
1374,"ITO","CUR","2022-01-05 04:00","2022-01-05 08:00",79.95,3
1377,"ITO","CUR","2022-01-05 06:00","2022-01-05 11:00",299.99,3
1380,"ITO","CUR","2022-01-05 08:00","2022-01-05 14:00",199.99,3
1383,"ITO","CUR","2022-01-05 09:00","2022-01-05 16:00",209.89,3
1386,"ITO","CUR","2022-01-05 10:00","2022-01-05 18:00",79.95,3
1389,"ITO","CUR","2022-01-05 12:00","2022-01-05 20:00",99.95,3
1392,"ITO","CUR","2022-01-05 14:00","2022-01-06 00:00",599.95,3
1395,"ITO","CUR","2022-01-05 15:00","2022-01-06 03:00",299.99,3
1398,"HNL","HNL","2022-01-05 04:00","2022-01-05 08:00",159.99,1
1401,"HNL","HNL","2022-01-05 06:00","2022-01-05 11:00",199.99,1
1404,"HNL","HNL","2022-01-05 08:00","2022-01-05 14:00",99.95,1
1407,"HNL","HNL","2022-01-05 09:00","2022-01-05 16:00",299.99,1
1410,"HNL","HKG","2022-01-05 04:00","2022-01-05 08:00",209.89,2
1413,"HNL","HKG","2022-01-05 06:00","2022-01-05 11:00",233.99,2
1416,"HNL","HKG","2022-01-05 08:00","2022-01-05 14:00",299.99,2
1419,"HNL","NRT","2022-01-05 04:00","2022-01-05 08:00",159.99,2
1422,"HNL","NRT","2022-01-05 06:00","2022-01-05 11:00",199.99,2
1425,"HNL","NRT","2022-01-05 08:00","2022-01-05 14:00",79.95,2
1428,"HNL","NRT","2022-01-05 09:00","2022-01-05 16:00",599.95,2
1431,"HNL","NRT","2022-01-05 10:00","2022-01-05 18:00",79.95,2
1434,"HNL","NRT","2022-01-05 12:00","2022-01-05 20:00",159.99,2
1437,"HNL","LHR","2022-01-05 04:00","2022-01-05 08:00",209.89,4
1440,"HNL","LHR","2022-01-05 06:00","2022-01-05 11:00",599.95,4
1443,"HNL","LHR","2022-01-05 08:00","2022-01-05 14:00",299.99,4
1446,"HNL","LHR","2022-01-05 09:00","2022-01-05 16:00",209.89,4
1449,"HNL","ARN","2022-01-05 04:00","2022-01-05 08:00",59.00,1
1452,"HNL","ARN","2022-01-05 06:00","2022-01-05 11:00",99.95,1
1455,"HNL","GCM","2022-01-05 04:00","2022-01-05 08:00",599.95,3
1458,"HNL","GCM","2022-01-05 06:00","2022-01-05 11:00",59.00,3
1461,"HNL","GCM","2022-01-05 08:00","2022-01-05 14:00",299.99,3
1464,"HNL","GCM","2022-01-05 09:00","2022-01-05 16:00",599.95,3
1467,"HNL","GCM","2022-01-05 10:00","2022-01-05 18:00",599.95,3
1470,"HNL","ITO","2022-01-05 04:00","2022-01-05 08:00",99.95,4
1473,"HNL","ITO","2022-01-05 06:00","2022-01-05 11:00",125.00,4
1476,"HNL","ITO","2022-01-05 08:00","2022-01-05 14:00",79.95,4
1479,"HNL","ITO","2022-01-05 09:00","2022-01-05 16:00",159.99,4
1482,"HNL","ITO","2022-01-05 10:00","2022-01-05 18:00",209.89,4
1485,"HNL","ITO","2022-01-05 12:00","2022-01-05 20:00",599.95,4
1488,"CUR","HNL","2022-01-05 04:00","2022-01-05 08:00",299.99,1
1491,"CUR","HNL","2022-01-05 06:00","2022-01-05 11:00",99.95,1
1494,"CUR","HNL","2022-01-05 08:00","2022-01-05 14:00",125.00,1
1497,"CUR","HNL","2022-01-05 09:00","2022-01-05 16:00",79.95,1
1500,"CUR","HNL","2022-01-05 10:00","2022-01-05 18:00",79.95,1
1503,"CUR","HKG","2022-01-05 04:00","2022-01-05 08:00",599.95,1
1506,"CUR","HKG","2022-01-05 06:00","2022-01-05 11:00",233.99,1
1509,"CUR","HKG","2022-01-05 08:00","2022-01-05 14:00",159.99,1
1512,"CUR","HKG","2022-01-05 09:00","2022-01-05 16:00",159.99,1
1515,"CUR","HKG","2022-01-05 10:00","2022-01-05 18:00",79.95,1
1518,"CUR","CDG","2022-01-05 04:00","2022-01-05 08:00",159.99,2
1521,"CUR","CDG","2022-01-05 06:00","2022-01-05 11:00",79.95,2
1524,"CUR","CDG","2022-01-05 08:00","2022-01-05 14:00",209.89,2
1527,"CUR","LHR","2022-01-05 04:00","2022-01-05 08:00",79.95,2
1530,"CUR","LHR","2022-01-05 06:00","2022-01-05 11:00",209.89,2
1533,"CUR","LHR","2022-01-05 08:00","2022-01-05 14:00",59.00,2
1536,"CUR","LHR","2022-01-05 09:00","2022-01-05 16:00",125.00,2
1539,"CUR","LHR","2022-01-05 10:00","2022-01-05 18:00",99.95,2
1542,"CUR","LHR","2022-01-05 12:00","2022-01-05 20:00",209.89,2
1545,"CUR","LHR","2022-01-05 14:00","2022-01-06 00:00",79.95,2
1548,"CUR","ARN","2022-01-05 04:00","2022-01-05 08:00",209.89,2
1551,"CUR","ARN","2022-01-05 06:00","2022-01-05 11:00",299.99,2
1554,"CUR","ARN","2022-01-05 08:00","2022-01-05 14:00",125.00,2
1557,"CUR","ARN","2022-01-05 09:00","2022-01-05 16:00",159.99,2
1560,"CUR","GCM","2022-01-05 04:00","2022-01-05 08:00",125.00,2
1563,"CUR","GCM","2022-01-05 06:00","2022-01-05 11:00",99.95,2
1566,"CUR","ITO","2022-01-05 04:00","2022-01-05 08:00",79.95,1
1569,"CUR","ITO","2022-01-05 06:00","2022-01-05 11:00",79.95,1
1572,"CUR","HNL","2022-01-05 04:00","2022-01-05 08:00",233.99,2
1575,"CUR","HNL","2022-01-05 06:00","2022-01-05 11:00",125.00,2
1578,"CUR","HNL","2022-01-05 08:00","2022-01-05 14:00",199.99,2
1581,"CUR","HNL","2022-01-05 09:00","2022-01-05 16:00",599.95,2
1584,"CUR","HNL","2022-01-05 10:00","2022-01-05 18:00",599.95,2
1587,"CUR","HNL","2022-01-05 12:00","2022-01-05 20:00",59.00,2
102,"HNL","HKG","2022-01-06 04:00","2022-01-06 08:00",199.99,4
105,"HNL","HKG","2022-01-06 06:00","2022-01-06 11:00",99.95,4
108,"HNL","HKG","2022-01-06 08:00","2022-01-06 14:00",599.95,4
111,"HNL","HKG","2022-01-06 09:00","2022-01-06 16:00",99.95,4
114,"HNL","HKG","2022-01-06 10:00","2022-01-06 18:00",125.00,4
117,"HNL","NRT","2022-01-06 04:00","2022-01-06 08:00",233.99,1
120,"HNL","NRT","2022-01-06 06:00","2022-01-06 11:00",233.99,1
123,"HNL","NRT","2022-01-06 08:00","2022-01-06 14:00",233.99,1
126,"HNL","NRT","2022-01-06 09:00","2022-01-06 16:00",233.99,1
129,"HNL","NRT","2022-01-06 10:00","2022-01-06 18:00",159.99,1
132,"HNL","CDG","2022-01-06 04:00","2022-01-06 08:00",79.95,2
135,"HNL","CDG","2022-01-06 06:00","2022-01-06 11:00",79.95,2
138,"HNL","CDG","2022-01-06 08:00","2022-01-06 14:00",233.99,2
141,"HNL","LHR","2022-01-06 04:00","2022-01-06 08:00",299.99,2
144,"HNL","LHR","2022-01-06 06:00","2022-01-06 11:00",59.00,2
147,"HNL","LHR","2022-01-06 08:00","2022-01-06 14:00",299.99,2
150,"HNL","ARN","2022-01-06 04:00","2022-01-06 08:00",233.99,2
153,"HNL","ARN","2022-01-06 06:00","2022-01-06 11:00",79.95,2
156,"HNL","ARN","2022-01-06 08:00","2022-01-06 14:00",159.99,2
159.00,"HNL","ARN","2022-01-06 09:00","2022-01-06 16:00",159.99,2
162,"HNL","ARN","2022-01-06 10:00","2022-01-06 18:00",599.95,2
165,"HNL","ARN","2022-01-06 12:00","2022-01-06 20:00",209.89,2
168,"HNL","ARN","2022-01-06 14:00","2022-01-07 00:00",125.00,2
171,"HNL","ARN","2022-01-07 15:00","2022-01-07 03:00",199.99,2
174,"HNL","GCM","2022-01-06 04:00","2022-01-06 08:00",599.95,3
177,"HNL","GCM","2022-01-06 06:00","2022-01-06 11:00",125.00,3
180,"HNL","GCM","2022-01-06 08:00","2022-01-06 14:00",99.95,3
183,"HNL","GCM","2022-01-06 09:00","2022-01-06 16:00",233.99,3
186,"HNL","GCM","2022-01-06 10:00","2022-01-06 18:00",59.00,3
189,"HNL","GCM","2022-01-06 12:00","2022-01-06 20:00",79.95,3
192,"HNL","YYZ","2022-01-06 04:00","2022-01-06 08:00",233.99,3
195,"HNL","YYZ","2022-01-06 06:00","2022-01-06 11:00",233.99,3
198,"HNL","ITO","2022-01-06 04:00","2022-01-06 08:00",99.95,2
201,"HNL","ITO","2022-01-06 06:00","2022-01-06 11:00",79.95,2
204,"HNL","ITO","2022-01-06 08:00","2022-01-06 14:00",199.99,2
207,"HNL","ITO","2022-01-06 09:00","2022-01-06 16:00",299.99,2
210,"HNL","ITO","2022-01-06 10:00","2022-01-06 18:00",233.99,2
213,"HNL","ITO","2022-01-06 12:00","2022-01-06 20:00",125.00,2
216,"HNL","ITO","2022-01-06 14:00","2022-01-07 00:00",125.00,2
219,"HNL","HNL","2022-01-06 04:00","2022-01-06 08:00",299.99,1
222,"HNL","HNL","2022-01-06 06:00","2022-01-06 11:00",125.00,1
225,"HNL","HNL","2022-01-06 08:00","2022-01-06 14:00",233.99,1
228,"HNL","HNL","2022-01-06 09:00","2022-01-06 16:00",79.95,1
231,"HNL","CUR","2022-01-06 04:00","2022-01-06 08:00",199.99,2
234,"HKG","HNL","2022-01-06 04:00","2022-01-06 08:00",125.00,1
237,"HKG","HNL","2022-01-06 06:00","2022-01-06 11:00",199.99,1
240,"HKG","HNL","2022-01-06 08:00","2022-01-06 14:00",209.89,1
243,"HKG","HNL","2022-01-06 09:00","2022-01-06 16:00",159.99,1
246,"HKG","NRT","2022-01-06 04:00","2022-01-06 08:00",233.99,4
249,"HKG","NRT","2022-01-06 06:00","2022-01-06 11:00",159.99,4
252,"HKG","NRT","2022-01-06 08:00","2022-01-06 14:00",209.89,4
255,"HKG","CDG","2022-01-06 04:00","2022-01-06 08:00",159.99,2
258,"HKG","CDG","2022-01-06 06:00","2022-01-06 11:00",125.00,2
261,"HKG","CDG","2022-01-06 08:00","2022-01-06 14:00",209.89,2
264,"HKG","CDG","2022-01-06 09:00","2022-01-06 16:00",209.89,2
267,"HKG","CDG","2022-01-06 10:00","2022-01-06 18:00",599.95,2
270,"HKG","CDG","2022-01-06 12:00","2022-01-06 20:00",125.00,2
273,"HKG","CDG","2022-01-06 14:00","2022-01-07 00:00",79.95,2
276,"HKG","CDG","2022-01-07 15:00","2022-01-07 03:00",99.95,2
279,"HKG","CDG","2022-01-07 17:00","2022-01-08 77:00",59.00,2
282,"HKG","LHR","2022-01-06 04:00","2022-01-06 08:00",209.89,1
285,"HKG","LHR","2022-01-06 06:00","2022-01-06 11:00",159.99,1
288,"HKG","LHR","2022-01-06 08:00","2022-01-06 14:00",125.00,1
291,"HKG","LHR","2022-01-06 09:00","2022-01-06 16:00",299.99,1
294,"HKG","ARN","2022-01-06 04:00","2022-01-06 08:00",209.89,2
297,"HKG","ARN","2022-01-06 06:00","2022-01-06 11:00",159.99,2
300,"HKG","ARN","2022-01-06 08:00","2022-01-06 14:00",79.95,2
303,"HKG","ARN","2022-01-06 09:00","2022-01-06 16:00",199.99,2
306,"HKG","ARN","2022-01-06 10:00","2022-01-06 18:00",209.89,2
309,"HKG","ARN","2022-01-06 12:00","2022-01-06 20:00",125.00,2
312,"HKG","ARN","2022-01-06 14:00","2022-01-07 00:00",79.95,2
315,"HKG","ARN","2022-01-07 15:00","2022-01-07 03:00",209.89,2
318,"HKG","ARN","2022-01-07 17:00","2022-01-08 77:00",159.99,2
321,"HKG","GCM","2022-01-06 04:00","2022-01-06 08:00",199.99,4
324,"HKG","GCM","2022-01-06 06:00","2022-01-06 11:00",599.95,4
327,"HKG","GCM","2022-01-06 08:00","2022-01-06 14:00",159.99,4
330,"HKG","GCM","2022-01-06 09:00","2022-01-06 16:00",199.99,4
333,"HKG","GCM","2022-01-06 10:00","2022-01-06 18:00",199.99,4
336,"HKG","GCM","2022-01-06 12:00","2022-01-06 20:00",79.95,4
339,"HKG","GCM","2022-01-06 14:00","2022-01-07 00:00",79.95,4
342,"HKG","YYZ","2022-01-06 04:00","2022-01-06 08:00",209.89,2
345,"HKG","YYZ","2022-01-06 06:00","2022-01-06 11:00",159.99,2
348,"HKG","YYZ","2022-01-06 08:00","2022-01-06 14:00",59.00,2
351,"HKG","YYZ","2022-01-06 09:00","2022-01-06 16:00",233.99,2
354,"HKG","YYZ","2022-01-06 10:00","2022-01-06 18:00",59.00,2
357,"HKG","ITO","2022-01-06 04:00","2022-01-06 08:00",59.00,2
360,"HKG","ITO","2022-01-06 06:00","2022-01-06 11:00",159.99,2
363,"HKG","ITO","2022-01-06 08:00","2022-01-06 14:00",159.99,2
366,"HKG","ITO","2022-01-06 09:00","2022-01-06 16:00",209.89,2
369,"HKG","ITO","2022-01-06 10:00","2022-01-06 18:00",125.00,2
372,"HKG","HNL","2022-01-06 04:00","2022-01-06 08:00",599.95,4
375,"HKG","HNL","2022-01-06 06:00","2022-01-06 11:00",299.99,4
378,"HKG","HNL","2022-01-06 08:00","2022-01-06 14:00",209.89,4
381,"HKG","HNL","2022-01-06 09:00","2022-01-06 16:00",79.95,4
384,"HKG","HNL","2022-01-06 10:00","2022-01-06 18:00",159.99,4
387,"HKG","HNL","2022-01-06 12:00","2022-01-06 20:00",233.99,4
390,"HKG","CUR","2022-01-06 04:00","2022-01-06 08:00",79.95,3
393,"HKG","CUR","2022-01-06 06:00","2022-01-06 11:00",99.95,3
396,"NRT","HNL","2022-01-06 04:00","2022-01-06 08:00",159.99,2
399,"NRT","HNL","2022-01-06 06:00","2022-01-06 11:00",209.89,2
402,"NRT","HNL","2022-01-06 08:00","2022-01-06 14:00",199.99,2
405,"NRT","HKG","2022-01-06 04:00","2022-01-06 08:00",299.99,2
408,"NRT","HKG","2022-01-06 06:00","2022-01-06 11:00",299.99,2
411,"NRT","HKG","2022-01-06 08:00","2022-01-06 14:00",125.00,2
414,"NRT","HKG","2022-01-06 09:00","2022-01-06 16:00",199.99,2
417,"NRT","CDG","2022-01-06 04:00","2022-01-06 08:00",99.95,4
420,"NRT","CDG","2022-01-06 06:00","2022-01-06 11:00",233.99,4
423,"NRT","LHR","2022-01-06 04:00","2022-01-06 08:00",599.95,3
426,"NRT","LHR","2022-01-06 06:00","2022-01-06 11:00",599.95,3
429,"NRT","LHR","2022-01-06 08:00","2022-01-06 14:00",209.89,3
432,"NRT","LHR","2022-01-06 09:00","2022-01-06 16:00",79.95,3
435,"NRT","LHR","2022-01-06 10:00","2022-01-06 18:00",125.00,3
438,"NRT","LHR","2022-01-06 12:00","2022-01-06 20:00",59.00,3
441,"NRT","LHR","2022-01-06 14:00","2022-01-07 00:00",125.00,3
444,"NRT","LHR","2022-01-07 15:00","2022-01-07 03:00",125.00,3
447,"NRT","ARN","2022-01-06 04:00","2022-01-06 08:00",125.00,3
450,"NRT","ARN","2022-01-06 06:00","2022-01-06 11:00",209.89,3
453,"NRT","ARN","2022-01-06 08:00","2022-01-06 14:00",199.99,3
456,"NRT","ARN","2022-01-06 09:00","2022-01-06 16:00",99.95,3
459.00,"NRT","GCM","2022-01-06 04:00","2022-01-06 08:00",199.99,2
462,"NRT","GCM","2022-01-06 06:00","2022-01-06 11:00",125.00,2
465,"NRT","YYZ","2022-01-06 04:00","2022-01-06 08:00",79.95,3
468,"NRT","YYZ","2022-01-06 06:00","2022-01-06 11:00",299.99,3
471,"NRT","YYZ","2022-01-06 08:00","2022-01-06 14:00",79.95,3
474,"NRT","YYZ","2022-01-06 09:00","2022-01-06 16:00",79.95,3
477,"NRT","YYZ","2022-01-06 10:00","2022-01-06 18:00",79.95,3
480,"NRT","ITO","2022-01-06 04:00","2022-01-06 08:00",209.89,2
483,"NRT","ITO","2022-01-06 06:00","2022-01-06 11:00",233.99,2
486,"NRT","ITO","2022-01-06 08:00","2022-01-06 14:00",209.89,2
489,"NRT","ITO","2022-01-06 09:00","2022-01-06 16:00",599.95,2
492,"NRT","ITO","2022-01-06 10:00","2022-01-06 18:00",209.89,2
495,"NRT","ITO","2022-01-06 12:00","2022-01-06 20:00",59.00,2
498,"NRT","ITO","2022-01-06 14:00","2022-01-07 00:00",209.89,2
501,"NRT","ITO","2022-01-07 15:00","2022-01-07 03:00",599.95,2
504,"NRT","ITO","2022-01-07 17:00","2022-01-08 77:00",299.99,2
507,"NRT","HNL","2022-01-06 04:00","2022-01-06 08:00",125.00,1
510,"NRT","HNL","2022-01-06 06:00","2022-01-06 11:00",99.95,1
513,"NRT","HNL","2022-01-06 08:00","2022-01-06 14:00",599.95,1
516,"NRT","HNL","2022-01-06 09:00","2022-01-06 16:00",209.89,1
519,"NRT","HNL","2022-01-06 10:00","2022-01-06 18:00",59.00,1
522,"NRT","HNL","2022-01-06 12:00","2022-01-06 20:00",199.99,1
525,"NRT","HNL","2022-01-06 14:00","2022-01-07 00:00",79.95,1
528,"NRT","HNL","2022-01-07 15:00","2022-01-07 03:00",233.99,1
531,"NRT","HNL","2022-01-07 17:00","2022-01-08 77:00",79.95,1
534,"NRT","CUR","2022-01-06 04:00","2022-01-06 08:00",59.00,2
537,"NRT","CUR","2022-01-06 06:00","2022-01-06 11:00",159.99,2
540,"NRT","CUR","2022-01-06 08:00","2022-01-06 14:00",233.99,2
543,"NRT","CUR","2022-01-06 09:00","2022-01-06 16:00",59.00,2
546,"NRT","CUR","2022-01-06 10:00","2022-01-06 18:00",79.95,2
549,"CDG","HNL","2022-01-06 04:00","2022-01-06 08:00",233.99,2
552,"CDG","HNL","2022-01-06 06:00","2022-01-06 11:00",125.00,2
555,"CDG","HNL","2022-01-06 08:00","2022-01-06 14:00",209.89,2
558,"CDG","HNL","2022-01-06 09:00","2022-01-06 16:00",59.00,2
561,"CDG","HNL","2022-01-06 10:00","2022-01-06 18:00",59.00,2
564,"CDG","HNL","2022-01-06 12:00","2022-01-06 20:00",79.95,2
567,"CDG","HKG","2022-01-06 04:00","2022-01-06 08:00",99.95,3
570,"CDG","HKG","2022-01-06 06:00","2022-01-06 11:00",209.89,3
573,"CDG","HKG","2022-01-06 08:00","2022-01-06 14:00",299.99,3
576,"CDG","HKG","2022-01-06 09:00","2022-01-06 16:00",299.99,3
579,"CDG","HKG","2022-01-06 10:00","2022-01-06 18:00",79.95,3
582,"CDG","NRT","2022-01-06 04:00","2022-01-06 08:00",209.89,1
585,"CDG","NRT","2022-01-06 06:00","2022-01-06 11:00",59.00,1
588,"CDG","NRT","2022-01-06 08:00","2022-01-06 14:00",233.99,1
